iter	Logloss
0	0.6926708958
1	0.6923213907
2	0.691885298
3	0.6914209645
4	0.6910102951
5	0.6906509097
6	0.6902933828
7	0.6898799919
8	0.6895495036
9	0.6891304783
10	0.6887672227
11	0.6884367443
12	0.688096326
13	0.6878599327
14	0.6875534342
15	0.6872614408
16	0.6870461916
17	0.686762023
18	0.6864530868
19	0.6861534673
20	0.6858939484
21	0.6857056422
22	0.6854777773
23	0.6852904338
24	0.6850959558
25	0.6848267225
26	0.6845951874
27	0.684382966
28	0.6842439218
29	0.6840644937
30	0.6838713096
31	0.6836888699
32	0.6835783762
33	0.6834783552
34	0.683293322
35	0.683161356
36	0.6830026113
37	0.6828441717
38	0.6826817957
39	0.6826299346
40	0.6824669597
41	0.682344961
42	0.6821717602
43	0.682036704
44	0.6819109348
45	0.6817741727
46	0.6816857675
47	0.6815945358
48	0.6815095429
49	0.6814053844
50	0.681289411
51	0.6811372142
52	0.681001768
53	0.6808810502
54	0.6807721806
55	0.6806689624
56	0.6805779243
57	0.6804644987
58	0.6803498264
59	0.6801934922
60	0.6800639015
61	0.6799744201
62	0.6799183409
63	0.6798518797
64	0.6797443244
65	0.6796906272
66	0.6795821759
67	0.6794690372
68	0.6794180435
69	0.6793278342
70	0.6793069475
71	0.6792223822
72	0.6791695657
73	0.679106606
74	0.6790589571
75	0.6789979054
76	0.6788963089
77	0.6788751365
78	0.6788376608
79	0.6787926961
80	0.678731191
81	0.6787145407
82	0.6786063347
83	0.678553094
84	0.6785064164
85	0.6784191648
86	0.6783573336
87	0.6782859857
88	0.6782330075
89	0.6781654994
90	0.6780730277
91	0.6780560145
92	0.6780113277
93	0.6779482935
94	0.6778835623
95	0.6778205113
96	0.6777623872
97	0.6777034065
98	0.6776268672
99	0.6775609652
100	0.6775318598
101	0.6774688897
102	0.6774295793
103	0.6773639963
104	0.6773517496
105	0.6773006102
106	0.6772548663
107	0.6771839194
108	0.6771019403
109	0.6770700094
110	0.677024539
111	0.6769764768
112	0.6769235942
113	0.6769009766
114	0.6768521961
115	0.6768405551
116	0.676794829
117	0.6767847631
118	0.6767395462
119	0.6767284474
120	0.6766601569
121	0.6765991831
122	0.6765585479
123	0.6765140882
124	0.6764564875
125	0.6764027338
126	0.6763560469
127	0.6763224511
128	0.6762821234
129	0.6762324884
130	0.6761836908
131	0.6761303421
132	0.676094578
133	0.6760675438
134	0.6760285561
135	0.6759848221
136	0.6759145676
137	0.6758689533
138	0.6758325867
139	0.6758086528
140	0.6757521706
141	0.675720786
142	0.6756670408
143	0.6756193699
144	0.6755622864
145	0.675524123
146	0.675489656
147	0.6754367693
148	0.6754231112
149	0.6753997765
150	0.6753336634
151	0.6753276885
152	0.675319246
153	0.6752455148
154	0.6752008944
155	0.675117851
156	0.6750591091
157	0.6750444217
158	0.6749999758
159	0.6749316177
160	0.6749188513
161	0.6749118563
162	0.6748739303
163	0.6748387331
164	0.6748003566
165	0.6747500087
166	0.6746854125
167	0.6746724105
168	0.674586438
169	0.6745721852
170	0.6745359548
171	0.6744926917
172	0.6744426866
173	0.6744005927
174	0.6743884058
175	0.6743459918
176	0.6743017834
177	0.6742787423
178	0.6742576287
179	0.6742017397
180	0.6741813877
181	0.6741509283
182	0.6741122263
183	0.6741090845
184	0.6740622515
185	0.6740035637
186	0.6739750287
187	0.6739475769
188	0.6738907305
189	0.6738370255
190	0.6738322223
191	0.6738054685
192	0.6737761022
193	0.6737470255
194	0.6737431622
195	0.6737023719
196	0.6736684939
197	0.6736412611
198	0.6735820247
199	0.6735554398
200	0.67352818
201	0.6734707187
202	0.6734295321
203	0.6734106686
204	0.6734004816
205	0.6733679454
206	0.6733313034
207	0.6733283124
208	0.6733095808
209	0.6732946771
210	0.6732588355
211	0.67320539
212	0.6731832357
213	0.6731511789
214	0.6731280436
215	0.6731015345
216	0.673062064
217	0.6730492607
218	0.6730034299
219	0.6729756332
220	0.6729404969
221	0.6729135335
222	0.6728916275
223	0.6728533169
224	0.672836218
225	0.6728347074
226	0.672798102
227	0.6727809409
