iter	Logloss
0	0.6917174905
1	0.6903915707
2	0.6891479913
3	0.6879650758
4	0.6869610222
5	0.685725341
6	0.684501555
7	0.6836214987
8	0.6825837145
9	0.6814895387
10	0.6804431532
11	0.6794852759
12	0.6786590783
13	0.677672547
14	0.6769174743
15	0.6762131864
16	0.6755361422
17	0.674754104
18	0.6739530177
19	0.673284404
20	0.672707633
21	0.6722816703
22	0.6716467638
23	0.6710643334
24	0.6704937982
25	0.6698942426
26	0.6691477641
27	0.6684443277
28	0.6678665109
29	0.6672957452
30	0.6667908067
31	0.66632089
32	0.6659230786
33	0.6653644235
34	0.6648144688
35	0.6643850892
36	0.6639320646
37	0.6634442768
38	0.6631229602
39	0.6627817393
40	0.6624515094
41	0.6620752041
42	0.6619128265
43	0.6613115884
44	0.6609259837
45	0.660475342
46	0.6600556004
47	0.6596541246
48	0.6591554309
49	0.6588842467
50	0.6584484527
51	0.6580552941
52	0.6576736027
53	0.6573791276
54	0.6570142169
55	0.6566553357
56	0.6566049678
57	0.656283872
58	0.6558294725
59	0.6554139789
60	0.6550863227
61	0.6547316212
62	0.6544092093
63	0.6541250433
64	0.6538874196
65	0.6535781632
66	0.653258012
67	0.6529260638
68	0.6526557934
69	0.6523360594
70	0.6519441796
71	0.6516640271
72	0.6514164488
73	0.6511484331
74	0.6508806052
75	0.6506905042
76	0.6502956563
77	0.6501460803
78	0.6497960272
79	0.6494040279
80	0.6488216409
81	0.6485546024
82	0.6483558729
83	0.6481655518
84	0.6477260909
85	0.647498111
86	0.6473644757
87	0.6471620337
88	0.6470224161
89	0.6469136529
90	0.6467891531
91	0.6463689194
92	0.6462047746
93	0.645938604
94	0.6458015862
95	0.645543404
96	0.6453075356
97	0.6450121905
98	0.6448911239
99	0.6446251807
100	0.6442996047
101	0.6440750381
102	0.6437305757
103	0.6435696859
104	0.6432893986
105	0.6430135612
106	0.6427467643
107	0.6425436142
108	0.6423678406
109	0.6420178125
110	0.6418368865
111	0.6416265483
112	0.641463651
113	0.6412897598
