iter	Passed	Remaining
0	4	4239
1	8	4425
2	13	4465
3	19	4798
4	32	6379
5	36	5986
6	41	5838
7	47	5851
8	52	5804
9	57	5702
10	64	5805
11	68	5665
12	75	5754
13	80	5640
14	85	5611
15	91	5615
16	95	5538
17	101	5545
18	108	5593
19	112	5531
20	117	5481
21	121	5415
22	126	5357
23	130	5323
24	138	5397
25	144	5396
26	150	5418
27	154	5372
28	160	5377
29	163	5287
30	165	5178
31	168	5104
32	175	5147
33	183	5218
34	190	5245
35	194	5213
36	202	5267
37	207	5265
38	215	5307
39	220	5300
40	226	5291
41	230	5258
42	236	5272
43	243	5298
44	249	5296
45	255	5307
46	259	5252
47	263	5230
48	269	5227
49	275	5231
50	282	5248
51	287	5246
52	290	5192
53	296	5189
54	300	5168
55	307	5189
56	311	5148
57	316	5146
58	321	5127
59	326	5110
60	332	5124
61	338	5113
62	342	5101
63	345	5052
64	348	5014
65	351	4979
66	357	4981
67	363	4984
68	369	4986
69	372	4954
70	377	4944
71	380	4903
72	384	4887
73	387	4854
74	393	4854
75	398	4841
76	401	4811
77	405	4790
78	407	4750
79	412	4746
80	419	4754
81	423	4739
82	429	4749
83	434	4743
84	439	4731
85	446	4740
86	452	4745
87	456	4730
88	458	4695
89	462	4680
90	467	4671
91	471	4653
92	474	4625
93	478	4613
94	486	4638
95	490	4621
96	493	4590
97	500	4607
98	507	4617
99	512	4609
100	517	4609
101	522	4603
102	527	4594
103	530	4574
104	532	4540
105	536	4528
106	540	4508
107	546	4512
108	550	4499
109	553	4480
110	556	4457
111	563	4470
112	567	4452
113	570	4433
114	574	4418
115	579	4416
116	584	4413
117	590	4413
118	595	4406
119	599	4394
120	604	4391
121	607	4373
122	615	4386
123	624	4408
124	630	4411
125	636	4417
126	642	4416
127	646	4407
128	652	4405
129	658	4407
130	662	4396
131	666	4385
132	671	4377
133	677	4376
134	681	4364
135	687	4367
136	689	4342
137	694	4336
138	699	4332
139	704	4325
140	708	4314
141	714	4316
142	716	4294
143	720	4285
144	727	4290
145	735	4303
146	740	4295
147	744	4286
148	747	4268
149	749	4247
150	752	4231
151	755	4215
152	758	4198
153	761	4183
154	764	4170
155	771	4172
156	776	4168
157	781	4162
158	787	4166
159	792	4158
160	795	4147
161	802	4152
162	807	4147
163	813	4147
164	817	4139
165	820	4119
166	826	4121
167	831	4119
168	838	4122
169	843	4117
170	849	4119
171	854	4115
172	859	4110
173	866	4111
174	873	4117
175	880	4123
176	885	4116
177	892	4120
178	898	4121
179	905	4125
180	909	4114
181	911	4098
182	919	4104
183	922	4091
184	927	4084
185	930	4070
186	933	4056
187	935	4039
188	941	4038
189	945	4029
190	947	4014
191	952	4007
192	958	4007
193	964	4007
194	968	3996
195	970	3981
196	972	3965
197	976	3956
198	982	3954
199	986	3946
200	989	3932
201	993	3923
202	998	3919
203	1002	3911
204	1009	3914
205	1013	3905
206	1017	3898
207	1022	3892
208	1026	3885
209	1031	3882
210	1036	3875
211	1040	3868
212	1044	3858
213	1051	3862
214	1053	3846
215	1056	3834
216	1061	3828
217	1064	3819
218	1069	3814
219	1075	3812
220	1078	3801
221	1085	3802
222	1089	3797
223	1096	3800
224	1102	3796
225	1109	3798
226	1112	3788
227	1115	3778
228	1119	3770
229	1124	3763
230	1128	3756
231	1132	3750
232	1139	3749
233	1142	3740
234	1146	3732
235	1150	3723
236	1152	3711
237	1156	3702
238	1161	3697
239	1167	3696
240	1170	3686
241	1173	3676
242	1177	3669
243	1181	3662
244	1186	3655
245	1190	3648
246	1196	3646
247	1199	3637
248	1204	3633
249	1209	3627
250	1212	3616
251	1216	3610
252	1221	3605
253	1226	3602
254	1231	3597
255	1235	3591
256	1241	3588
257	1246	3585
258	1252	3583
259	1258	3580
260	1265	3584
261	1272	3583
262	1278	3582
263	1282	3575
264	1286	3569
265	1292	3566
266	1299	3566
267	1304	3564
268	1307	3554
269	1313	3550
270	1318	3547
271	1324	3544
272	1330	3542
273	1335	3538
274	1340	3534
275	1345	3529
276	1351	3527
277	1355	3519
278	1359	3513
279	1365	3510
280	1369	3503
281	1374	3499
282	1379	3495
283	1384	3489
284	1387	3481
285	1394	3480
286	1398	3475
287	1402	3468
288	1406	3461
289	1411	3455
290	1416	3450
291	1421	3445
292	1425	3440
293	1426	3426
294	1429	3415
295	1434	3410
296	1439	3406
297	1442	3398
298	1448	3396
299	1455	3396
300	1459	3388
301	1462	3380
302	1466	3374
303	1471	3368
304	1474	3360
305	1478	3352
306	1482	3345
307	1486	3340
308	1491	3335
309	1494	3327
310	1498	3320
311	1503	3315
312	1507	3309
313	1514	3309
314	1519	3303
315	1524	3300
316	1530	3298
317	1533	3289
318	1536	3279
319	1543	3279
320	1547	3273
321	1552	3268
322	1557	3264
323	1565	3265
324	1570	3261
325	1575	3257
326	1576	3245
327	1580	3238
328	1585	3234
329	1591	3231
330	1594	3223
331	1597	3214
332	1602	3209
333	1607	3204
334	1613	3202
335	1618	3198
336	1622	3192
337	1625	3182
338	1629	3176
339	1633	3171
340	1639	3168
341	1646	3168
342	1654	3169
343	1658	3162
344	1661	3154
345	1668	3154
346	1674	3151
347	1678	3145
348	1683	3139
349	1689	3136
350	1694	3132
351	1698	3127
352	1703	3122
353	1709	3119
354	1714	3114
355	1718	3109
356	1723	3104
357	1730	3103
358	1736	3101
359	1742	3097
360	1749	3096
361	1754	3092
362	1759	3087
363	1764	3083
364	1769	3078
365	1776	3076
366	1783	3076
367	1790	3074
368	1794	3069
369	1800	3065
370	1804	3059
371	1808	3053
372	1814	3049
373	1819	3044
374	1822	3037
375	1826	3031
376	1830	3024
377	1835	3020
378	1842	3018
379	1848	3015
380	1852	3010
381	1855	3001
382	1860	2997
383	1866	2994
384	1869	2986
385	1875	2982
386	1879	2976
387	1882	2968
388	1886	2962
389	1894	2962
390	1897	2955
391	1902	2951
392	1906	2945
393	1910	2938
394	1913	2930
395	1920	2928
396	1923	2921
397	1929	2917
398	1934	2914
399	1937	2906
400	1943	2903
401	1950	2901
402	1954	2894
403	1961	2893
404	1966	2889
405	1971	2884
406	1977	2881
407	1984	2879
408	1990	2876
409	1996	2873
410	1999	2865
411	2004	2860
412	2008	2853
413	2014	2851
414	2020	2848
415	2024	2842
416	2026	2832
417	2030	2827
418	2034	2820
419	2039	2815
420	2045	2812
421	2050	2808
422	2055	2803
423	2057	2795
424	2064	2793
425	2068	2786
426	2072	2780
427	2076	2774
